StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,EduTech,StressLevel,FinalGrade
17,95,2,0,1,1,0,29,1,1,1,66,0,2,0
17,95,2,0,1,1,0,25,0,10,0,74,0,2,1
17,95,2,0,1,1,0,22,3,18,0,71,1,2,0
17,95,0,1,0,0,0,29,1,1,1,66,0,2,0
17,95,0,1,0,0,0,25,0,10,0,74,0,2,1
17,95,0,1,0,0,0,22,3,18,0,71,1,2,0
17,95,1,0,0,1,0,29,1,1,1,66,0,2,0
17,95,1,0,0,1,0,25,0,10,0,74,0,2,1
17,95,1,0,0,1,0,22,3,18,0,71,1,2,0
23,62,2,1,1,1,1,24,1,15,0,58,0,2,0
23,62,2,1,1,1,1,26,0,0,1,93,1,0,0
23,62,0,0,1,1,1,24,1,15,0,58,0,2,0
23,62,0,0,1,1,1,26,0,0,1,93,1,0,0
23,62,1,0,1,1,1,24,1,15,0,58,0,2,0
23,62,1,0,1,1,1,26,0,0,1,93,1,0,0
23,62,2,1,0,1,1,24,1,15,0,58,0,2,0
23,62,2,1,0,1,1,26,0,0,1,93,1,0,0
23,62,1,1,0,1,1,24,1,15,0,58,0,2,0
23,62,1,1,0,1,1,26,0,0,1,93,1,0,0
23,62,1,0,2,0,1,24,1,15,0,58,0,2,0
23,62,1,0,2,0,1,26,0,0,1,93,1,0,0
18,66,1,0,1,1,0,19,2,19,1,58,0,1,1
18,66,1,0,1,1,0,27,0,4,0,83,1,0,3
18,66,1,0,1,1,0,28,2,15,0,66,1,2,3
18,66,1,0,1,1,0,22,1,14,0,82,1,1,1
18,66,2,1,1,1,0,19,2,19,1,58,0,1,1
18,66,2,1,1,1,0,27,0,4,0,83,1,0,3
18,66,2,1,1,1,0,28,2,15,0,66,1,2,3
18,66,2,1,1,1,0,22,1,14,0,82,1,1,1
18,66,1,1,1,1,0,19,2,19,1,58,0,1,1
18,66,1,1,1,1,0,27,0,4,0,83,1,0,3
18,66,1,1,1,1,0,28,2,15,0,66,1,2,3
18,66,1,1,1,1,0,22,1,14,0,82,1,1,1
18,66,1,1,1,1,0,19,2,19,1,58,0,1,1
18,66,1,1,1,1,0,27,0,4,0,83,1,0,3
18,66,1,1,1,1,0,28,2,15,0,66,1,2,3
18,66,1,1,1,1,0,22,1,14,0,82,1,1,1
18,66,2,0,1,1,0,19,2,19,1,58,0,1,1
18,66,2,0,1,1,0,27,0,4,0,83,1,0,3
18,66,2,0,1,1,0,28,2,15,0,66,1,2,3
18,66,2,0,1,1,0,22,1,14,0,82,1,1,1
17,64,1,0,1,1,0,25,1,11,1,66,1,1,0
17,64,1,0,1,1,0,20,1,6,1,84,1,0,3
17,64,2,0,1,1,0,25,1,11,1,66,1,1,0
17,64,2,0,1,1,0,20,1,6,1,84,1,0,3
17,64,0,1,0,1,0,25,1,11,1,66,1,1,0
17,64,0,1,0,1,0,20,1,6,1,84,1,0,3
17,64,2,0,1,1,0,25,1,11,1,66,1,1,0
17,64,2,0,1,1,0,20,1,6,1,84,1,0,3
17,64,0,1,1,1,0,25,1,11,1,66,1,1,0
17,64,0,1,1,1,0,20,1,6,1,84,1,0,3
15,61,2,1,1,1,1,26,1,7,0,100,1,2,0
15,61,1,0,1,1,1,26,1,7,0,100,1,2,0
15,61,0,1,1,1,1,26,1,7,0,100,1,2,0
15,61,1,0,2,1,1,26,1,7,0,100,1,2,0
22,79,1,0,0,1,0,22,3,11,0,67,1,2,0
22,79,1,0,0,1,0,21,2,5,1,73,1,1,3
22,79,1,0,0,1,0,29,2,2,1,86,1,2,3
22,79,1,0,0,1,0,25,1,5,0,94,0,2,1
22,79,1,0,0,1,0,27,1,19,1,62,1,1,1
22,79,1,0,0,1,0,29,1,16,0,99,1,2,1
22,79,1,0,0,1,0,21,3,5,1,52,1,0,1
22,79,1,0,0,1,0,26,1,12,1,88,0,0,0
22,79,1,0,0,1,0,22,2,12,1,65,1,2,1
22,79,1,0,1,0,0,22,3,11,0,67,1,2,0
22,79,1,0,1,0,0,21,2,5,1,73,1,1,3
22,79,1,0,1,0,0,29,2,2,1,86,1,2,3
22,79,1,0,1,0,0,25,1,5,0,94,0,2,1
22,79,1,0,1,0,0,27,1,19,1,62,1,1,1
22,79,1,0,1,0,0,29,1,16,0,99,1,2,1
22,79,1,0,1,0,0,21,3,5,1,52,1,0,1
22,79,1,0,1,0,0,26,1,12,1,88,0,0,0
22,79,1,0,1,0,0,22,2,12,1,65,1,2,1
22,79,1,1,1,1,0,22,3,11,0,67,1,2,0
22,79,1,1,1,1,0,21,2,5,1,73,1,1,3
22,79,1,1,1,1,0,29,2,2,1,86,1,2,3
22,79,1,1,1,1,0,25,1,5,0,94,0,2,1
22,79,1,1,1,1,0,27,1,19,1,62,1,1,1
22,79,1,1,1,1,0,29,1,16,0,99,1,2,1
22,79,1,1,1,1,0,21,3,5,1,52,1,0,1
22,79,1,1,1,1,0,26,1,12,1,88,0,0,0
22,79,1,1,1,1,0,22,2,12,1,65,1,2,1
22,79,2,1,1,1,0,22,3,11,0,67,1,2,0
22,79,2,1,1,1,0,21,2,5,1,73,1,1,3
22,79,2,1,1,1,0,29,2,2,1,86,1,2,3
22,79,2,1,1,1,0,25,1,5,0,94,0,2,1
22,79,2,1,1,1,0,27,1,19,1,62,1,1,1
22,79,2,1,1,1,0,29,1,16,0,99,1,2,1
22,79,2,1,1,1,0,21,3,5,1,52,1,0,1
22,79,2,1,1,1,0,26,1,12,1,88,0,0,0
22,79,2,1,1,1,0,22,2,12,1,65,1,2,1
8,73,1,1,2,1,1,26,1,12,1,75,1,2,0
8,73,2,1,1,1,1,26,1,12,1,75,1,2,0
8,73,2,0,2,1,1,26,1,12,1,75,1,2,0
8,73,2,1,0,1,1,26,1,12,1,75,1,2,0
27,75,1,1,2,1,1,25,3,16,0,88,1,2,1
27,75,0,1,1,1,1,25,3,16,0,88,1,2,1
13,87,1,1,0,1,1,26,1,10,1,83,1,1,0
13,87,1,1,0,1,1,21,0,13,1,80,1,2,2
13,87,1,1,0,1,1,26,1,10,1,83,1,1,0
13,87,1,1,0,1,1,21,0,13,1,80,1,2,2
30,91,1,1,2,1,1,28,2,6,1,83,1,2,3
20,68,1,0,2,1,0,18,1,13,1,61,1,2,3
20,68,1,0,2,1,0,23,2,4,1,88,1,1,1
20,68,1,0,2,1,0,27,3,8,0,67,1,1,0
20,68,1,0,2,1,0,25,2,16,0,93,1,2,3
20,68,1,0,2,1,0,23,0,0,1,84,1,2,0
20,68,1,1,0,1,0,18,1,13,1,61,1,2,3
20,68,1,1,0,1,0,23,2,4,1,88,1,1,1
20,68,1,1,0,1,0,27,3,8,0,67,1,1,0
20,68,1,1,0,1,0,25,2,16,0,93,1,2,3
20,68,1,1,0,1,0,23,0,0,1,84,1,2,0
20,68,0,1,2,1,0,18,1,13,1,61,1,2,3
20,68,0,1,2,1,0,23,2,4,1,88,1,1,1
20,68,0,1,2,1,0,27,3,8,0,67,1,1,0
20,68,0,1,2,1,0,25,2,16,0,93,1,2,3
20,68,0,1,2,1,0,23,0,0,1,84,1,2,0
20,68,2,1,1,0,0,18,1,13,1,61,1,2,3
20,68,2,1,1,0,0,23,2,4,1,88,1,1,1
20,68,2,1,1,0,0,27,3,8,0,67,1,1,0
20,68,2,1,1,0,0,25,2,16,0,93,1,2,3
20,68,2,1,1,0,0,23,0,0,1,84,1,2,0
20,68,1,1,2,1,0,18,1,13,1,61,1,2,3
20,68,1,1,2,1,0,23,2,4,1,88,1,1,1
20,68,1,1,2,1,0,27,3,8,0,67,1,1,0
20,68,1,1,2,1,0,25,2,16,0,93,1,2,3
20,68,1,1,2,1,0,23,0,0,1,84,1,2,0
20,68,1,1,1,1,0,18,1,13,1,61,1,2,3
20,68,1,1,1,1,0,23,2,4,1,88,1,1,1
20,68,1,1,1,1,0,27,3,8,0,67,1,1,0
20,68,1,1,1,1,0,25,2,16,0,93,1,2,3
20,68,1,1,1,1,0,23,0,0,1,84,1,2,0
20,68,2,1,1,1,0,18,1,13,1,61,1,2,3
20,68,2,1,1,1,0,23,2,4,1,88,1,1,1
20,68,2,1,1,1,0,27,3,8,0,67,1,1,0
20,68,2,1,1,1,0,25,2,16,0,93,1,2,3
20,68,2,1,1,1,0,23,0,0,1,84,1,2,0
20,68,2,1,1,1,0,18,1,13,1,61,1,2,3
20,68,2,1,1,1,0,23,2,4,1,88,1,1,1
20,68,2,1,1,1,0,27,3,8,0,67,1,1,0
20,68,2,1,1,1,0,25,2,16,0,93,1,2,3
20,68,2,1,1,1,0,23,0,0,1,84,1,2,0
20,68,2,0,0,1,0,18,1,13,1,61,1,2,3
20,68,2,0,0,1,0,23,2,4,1,88,1,1,1
20,68,2,0,0,1,0,27,3,8,0,67,1,1,0
20,68,2,0,0,1,0,25,2,16,0,93,1,2,3
20,68,2,0,0,1,0,23,0,0,1,84,1,2,0
20,68,1,1,0,1,0,18,1,13,1,61,1,2,3
20,68,1,1,0,1,0,23,2,4,1,88,1,1,1
20,68,1,1,0,1,0,27,3,8,0,67,1,1,0
20,68,1,1,0,1,0,25,2,16,0,93,1,2,3
20,68,1,1,0,1,0,23,0,0,1,84,1,2,0
21,81,1,1,1,1,0,23,2,6,1,68,1,2,1
21,81,1,1,2,1,0,23,2,6,1,68,1,2,1
12,83,0,1,1,1,0,28,1,2,0,71,1,2,2
12,83,1,0,1,1,0,28,1,2,0,71,1,2,2
12,83,1,1,0,1,0,28,1,2,0,71,1,2,2
15,68,1,1,2,1,1,27,3,4,1,73,1,1,3
15,68,0,1,1,0,1,27,3,4,1,73,1,1,3
15,68,1,1,1,1,1,27,3,4,1,73,1,1,3
16,86,1,1,1,1,0,25,2,17,1,60,0,0,0
16,86,1,1,1,1,0,23,1,2,0,89,0,2,3
16,86,1,1,1,1,0,23,3,8,1,54,1,2,1
16,86,1,1,0,1,0,25,2,17,1,60,0,0,0
16,86,1,1,0,1,0,23,1,2,0,89,0,2,3
16,86,1,1,0,1,0,23,3,8,1,54,1,2,1
16,86,0,1,0,1,0,25,2,17,1,60,0,0,0
16,86,0,1,0,1,0,23,1,2,0,89,0,2,3
16,86,0,1,0,1,0,23,3,8,1,54,1,2,1
16,86,2,1,0,1,0,25,2,17,1,60,0,0,0
16,86,2,1,0,1,0,23,1,2,0,89,0,2,3
16,86,2,1,0,1,0,23,3,8,1,54,1,2,1
24,70,2,0,1,1,0,25,3,2,0,73,0,0,1
24,70,0,1,2,1,0,25,3,2,0,73,0,0,1
24,70,2,0,0,1,0,25,3,2,0,73,0,0,1
18,62,2,1,2,0,1,26,1,3,1,67,1,1,1
18,62,2,1,2,0,1,29,0,16,0,88,1,1,3
18,62,1,1,1,1,1,26,1,3,1,67,1,1,1
18,62,1,1,1,1,1,29,0,16,0,88,1,1,3
18,62,2,0,0,1,1,26,1,3,1,67,1,1,1
18,62,2,0,0,1,1,29,0,16,0,88,1,1,3
18,62,1,1,1,1,1,26,1,3,1,67,1,1,1
18,62,1,1,1,1,1,29,0,16,0,88,1,1,3
27,72,0,1,1,1,0,24,3,16,0,71,1,2,0
27,72,0,1,1,1,0,18,3,18,1,78,1,2,3
27,72,2,1,1,1,0,24,3,16,0,71,1,2,0
27,72,2,1,1,1,0,18,3,18,1,78,1,2,3
27,72,1,0,1,1,0,24,3,16,0,71,1,2,0
27,72,1,0,1,1,0,18,3,18,1,78,1,2,3
34,62,0,0,0,1,0,22,2,12,1,81,0,2,0
22,69,2,1,1,1,0,24,0,5,0,76,1,1,0
22,69,2,1,1,1,0,25,1,17,1,93,1,2,0
22,69,2,1,1,1,0,23,2,0,1,65,0,2,2
22,69,2,0,0,1,0,24,0,5,0,76,1,1,0
22,69,2,0,0,1,0,25,1,17,1,93,1,2,0
22,69,2,0,0,1,0,23,2,0,1,65,0,2,2
22,69,1,0,0,1,0,24,0,5,0,76,1,1,0
22,69,1,0,0,1,0,25,1,17,1,93,1,2,0
22,69,1,0,0,1,0,23,2,0,1,65,0,2,2
22,69,1,0,2,1,0,24,0,5,0,76,1,1,0
22,69,1,0,2,1,0,25,1,17,1,93,1,2,0
22,69,1,0,2,1,0,23,2,0,1,65,0,2,2
22,69,1,0,0,0,0,24,0,5,0,76,1,1,0
22,69,1,0,0,0,0,25,1,17,1,93,1,2,0
22,69,1,0,0,0,0,23,2,0,1,65,0,2,2
22,69,2,1,1,1,0,24,0,5,0,76,1,1,0
22,69,2,1,1,1,0,25,1,17,1,93,1,2,0
22,69,2,1,1,1,0,23,2,0,1,65,0,2,2
26,66,1,1,1,1,1,29,1,16,1,90,1,1,2
26,66,1,1,1,1,1,22,3,1,0,97,1,1,1
9,98,1,0,1,1,1,27,0,2,1,89,1,0,2
9,98,1,0,1,1,1,18,1,19,1,68,1,0,2
9,98,1,0,1,1,1,21,2,16,0,67,0,1,2
9,98,1,0,0,1,1,27,0,2,1,89,1,0,2
9,98,1,0,0,1,1,18,1,19,1,68,1,0,2
9,98,1,0,0,1,1,21,2,16,0,67,0,1,2
9,98,2,0,1,1,1,27,0,2,1,89,1,0,2
9,98,2,0,1,1,1,18,1,19,1,68,1,0,2
9,98,2,0,1,1,1,21,2,16,0,67,0,1,2
9,98,1,1,1,1,1,27,0,2,1,89,1,0,2
9,98,1,1,1,1,1,18,1,19,1,68,1,0,2
9,98,1,1,1,1,1,21,2,16,0,67,0,1,2
13,80,2,1,2,1,0,20,0,13,0,82,1,2,1
13,80,2,1,2,1,0,27,3,13,0,67,1,1,2
13,80,2,1,2,1,0,24,0,7,1,56,1,0,3
13,80,2,1,2,1,0,22,2,1,1,84,1,2,3
13,80,2,1,2,1,0,19,3,3,0,82,1,0,3
13,80,2,1,2,1,0,29,3,5,1,98,1,1,1
13,80,1,1,2,1,0,20,0,13,0,82,1,2,1
13,80,1,1,2,1,0,27,3,13,0,67,1,1,2
13,80,1,1,2,1,0,24,0,7,1,56,1,0,3
13,80,1,1,2,1,0,22,2,1,1,84,1,2,3
13,80,1,1,2,1,0,19,3,3,0,82,1,0,3
13,80,1,1,2,1,0,29,3,5,1,98,1,1,1
13,80,1,0,1,1,0,20,0,13,0,82,1,2,1
13,80,1,0,1,1,0,27,3,13,0,67,1,1,2
13,80,1,0,1,1,0,24,0,7,1,56,1,0,3
13,80,1,0,1,1,0,22,2,1,1,84,1,2,3
13,80,1,0,1,1,0,19,3,3,0,82,1,0,3
13,80,1,0,1,1,0,29,3,5,1,98,1,1,1
7,73,1,1,1,1,0,27,2,0,0,69,1,0,2
7,73,1,1,1,1,0,29,2,2,1,92,0,2,3
7,73,1,1,1,1,0,29,0,18,1,88,1,0,0
7,73,1,1,1,1,0,21,1,15,1,65,0,1,2
7,73,1,1,1,1,0,21,1,5,1,60,1,0,1
35,61,2,1,0,1,1,25,1,15,1,80,0,1,3
35,61,2,1,0,1,1,19,1,18,0,61,0,2,2
25,93,2,0,0,1,1,28,2,17,1,50,1,1,1
25,93,2,0,0,1,1,22,0,15,0,72,0,1,1
25,93,2,0,2,1,1,28,2,17,1,50,1,1,1
25,93,2,0,2,1,1,22,0,15,0,72,0,1,1
25,93,1,1,0,1,1,28,2,17,1,50,1,1,1
25,93,1,1,0,1,1,22,0,15,0,72,0,1,1
25,93,1,0,1,1,1,28,2,17,1,50,1,1,1
25,93,1,0,1,1,1,22,0,15,0,72,0,1,1
25,93,1,0,1,1,1,28,2,17,1,50,1,1,1
25,93,1,0,1,1,1,22,0,15,0,72,0,1,1
26,71,0,0,1,1,0,23,3,3,1,62,1,1,2
26,71,0,0,1,1,0,27,0,3,0,55,0,0,1
26,71,0,0,1,1,0,19,3,17,1,61,1,2,0
26,71,0,0,1,1,0,18,1,13,1,50,1,1,1
26,71,0,0,1,1,0,28,3,13,0,97,1,0,3
26,71,0,0,1,1,0,18,1,12,1,60,1,2,0
26,71,0,0,1,1,0,25,3,12,0,57,1,2,0
26,71,2,0,0,1,0,23,3,3,1,62,1,1,2
26,71,2,0,0,1,0,27,0,3,0,55,0,0,1
26,71,2,0,0,1,0,19,3,17,1,61,1,2,0
26,71,2,0,0,1,0,18,1,13,1,50,1,1,1
26,71,2,0,0,1,0,28,3,13,0,97,1,0,3
26,71,2,0,0,1,0,18,1,12,1,60,1,2,0
26,71,2,0,0,1,0,25,3,12,0,57,1,2,0
26,71,1,1,1,0,0,23,3,3,1,62,1,1,2
26,71,1,1,1,0,0,27,0,3,0,55,0,0,1
26,71,1,1,1,0,0,19,3,17,1,61,1,2,0
26,71,1,1,1,0,0,18,1,13,1,50,1,1,1
26,71,1,1,1,0,0,28,3,13,0,97,1,0,3
26,71,1,1,1,0,0,18,1,12,1,60,1,2,0
26,71,1,1,1,0,0,25,3,12,0,57,1,2,0
22,93,1,0,0,1,1,28,0,7,1,92,0,2,3
22,93,2,1,2,1,1,28,0,7,1,92,0,2,3
22,93,0,1,1,1,1,28,0,7,1,92,0,2,3
22,93,1,1,2,1,1,28,0,7,1,92,0,2,3
16,99,1,1,0,1,0,19,0,0,1,55,0,2,2
16,99,2,1,2,1,0,19,0,0,1,55,0,2,2
16,99,1,0,0,0,0,19,0,0,1,55,0,2,2
16,99,1,0,2,0,0,19,0,0,1,55,0,2,2
16,99,1,0,0,1,0,19,0,0,1,55,0,2,2
16,99,2,1,2,1,0,19,0,0,1,55,0,2,2
16,99,1,1,1,1,0,19,0,0,1,55,0,2,2
15,82,2,1,1,1,1,22,2,1,1,97,1,2,2
15,82,2,1,1,1,1,26,1,14,1,80,1,1,3
15,82,2,1,1,1,1,24,1,15,1,67,0,2,0
15,82,2,1,1,1,1,27,3,17,0,75,1,1,0
15,82,2,1,1,1,1,25,2,6,1,81,0,1,3
15,82,2,1,2,0,1,22,2,1,1,97,1,2,2
15,82,2,1,2,0,1,26,1,14,1,80,1,1,3
15,82,2,1,2,0,1,24,1,15,1,67,0,2,0
15,82,2,1,2,0,1,27,3,17,0,75,1,1,0
15,82,2,1,2,0,1,25,2,6,1,81,0,1,3
23,92,0,1,2,1,1,24,2,0,1,80,1,2,2
23,92,1,1,0,1,1,24,2,0,1,80,1,2,2
23,92,1,1,1,1,1,24,2,0,1,80,1,2,2
23,92,2,0,1,1,1,24,2,0,1,80,1,2,2
23,92,2,1,2,1,1,24,2,0,1,80,1,2,2
20,91,1,1,1,1,1,25,3,20,1,59,1,0,1
20,91,2,1,0,1,1,25,3,20,1,59,1,0,1
20,91,0,1,1,1,1,25,3,20,1,59,1,0,1
20,91,1,0,1,1,1,25,3,20,1,59,1,0,1
20,91,1,0,1,1,1,25,3,20,1,59,1,0,1
20,91,1,1,2,1,1,25,3,20,1,59,1,0,1
16,74,2,1,0,1,1,19,3,1,0,61,1,2,2
16,74,2,1,0,1,1,28,0,13,1,82,1,0,2
16,74,2,1,0,1,1,19,3,1,0,61,1,2,2
16,74,2,1,0,1,1,28,0,13,1,82,1,0,2
16,74,2,0,0,1,1,19,3,1,0,61,1,2,2
16,74,2,0,0,1,1,28,0,13,1,82,1,0,2
16,74,2,0,1,1,1,19,3,1,0,61,1,2,2
16,74,2,0,1,1,1,28,0,13,1,82,1,0,2
19,82,2,1,1,1,1,23,0,12,1,64,0,1,2
19,82,2,1,1,1,1,29,1,18,1,86,0,2,1
19,82,2,1,1,1,1,29,1,13,0,99,1,2,2
19,82,2,1,1,1,1,18,0,5,1,68,0,1,0
19,82,0,0,1,1,1,23,0,12,1,64,0,1,2
19,82,0,0,1,1,1,29,1,18,1,86,0,2,1
19,82,0,0,1,1,1,29,1,13,0,99,1,2,2
19,82,0,0,1,1,1,18,0,5,1,68,0,1,0
19,82,1,0,0,1,1,23,0,12,1,64,0,1,2
19,82,1,0,0,1,1,29,1,18,1,86,0,2,1
19,82,1,0,0,1,1,29,1,13,0,99,1,2,2
19,82,1,0,0,1,1,18,0,5,1,68,0,1,0
19,82,1,0,1,1,1,23,0,12,1,64,0,1,2
19,82,1,0,1,1,1,29,1,18,1,86,0,2,1
19,82,1,0,1,1,1,29,1,13,0,99,1,2,2
19,82,1,0,1,1,1,18,0,5,1,68,0,1,0
19,82,1,0,1,1,1,23,0,12,1,64,0,1,2
19,82,1,0,1,1,1,29,1,18,1,86,0,2,1
19,82,1,0,1,1,1,29,1,13,0,99,1,2,2
19,82,1,0,1,1,1,18,0,5,1,68,0,1,0
23,69,1,1,2,1,0,25,1,2,0,67,0,2,3
23,69,1,1,2,1,0,22,3,3,0,86,1,0,3
8,80,0,0,2,1,0,23,1,4,1,67,1,2,3
19,71,2,0,2,1,0,28,0,17,0,67,1,2,2
19,71,2,0,2,1,0,22,0,2,1,68,1,2,2
19,71,2,0,2,1,0,23,1,3,1,73,1,2,1
19,71,1,1,1,1,0,28,0,17,0,67,1,2,2
19,71,1,1,1,1,0,22,0,2,1,68,1,2,2
19,71,1,1,1,1,0,23,1,3,1,73,1,2,1
19,71,1,1,1,1,0,28,0,17,0,67,1,2,2
19,71,1,1,1,1,0,22,0,2,1,68,1,2,2
19,71,1,1,1,1,0,23,1,3,1,73,1,2,1
19,71,1,1,0,1,0,28,0,17,0,67,1,2,2
19,71,1,1,0,1,0,22,0,2,1,68,1,2,2
19,71,1,1,0,1,0,23,1,3,1,73,1,2,1
19,71,2,1,0,1,0,28,0,17,0,67,1,2,2
19,71,2,1,0,1,0,22,0,2,1,68,1,2,2
19,71,2,1,0,1,0,23,1,3,1,73,1,2,1
13,67,1,1,2,1,1,19,1,12,0,78,0,2,2
13,67,1,1,2,1,1,26,0,19,1,77,1,1,3
13,67,1,1,2,1,1,26,0,2,0,50,1,1,3
13,67,1,1,1,1,1,19,1,12,0,78,0,2,2
13,67,1,1,1,1,1,26,0,19,1,77,1,1,3
13,67,1,1,1,1,1,26,0,2,0,50,1,1,3
13,67,0,1,1,1,1,19,1,12,0,78,0,2,2
13,67,0,1,1,1,1,26,0,19,1,77,1,1,3
13,67,0,1,1,1,1,26,0,2,0,50,1,1,3
13,67,2,1,1,1,1,19,1,12,0,78,0,2,2
13,67,2,1,1,1,1,26,0,19,1,77,1,1,3
13,67,2,1,1,1,1,26,0,2,0,50,1,1,3
16,93,1,1,1,1,0,27,1,6,1,84,1,1,3
16,93,1,1,1,1,0,27,1,6,1,84,1,1,3
16,93,2,1,0,1,0,27,1,6,1,84,1,1,3
18,68,1,0,2,1,0,25,2,11,1,80,1,2,1
18,68,1,0,2,1,0,20,1,10,0,55,0,1,1
18,68,2,0,1,1,0,25,2,11,1,80,1,2,1
18,68,2,0,1,1,0,20,1,10,0,55,0,1,1
18,67,1,0,1,1,0,27,3,0,1,57,0,2,1
18,67,1,0,1,1,0,24,0,15,1,62,1,2,0
18,67,1,0,1,1,0,27,1,9,1,61,0,2,1
18,67,2,1,0,1,0,27,3,0,1,57,0,2,1
18,67,2,1,0,1,0,24,0,15,1,62,1,2,0
18,67,2,1,0,1,0,27,1,9,1,61,0,2,1
21,66,1,0,0,0,1,21,2,16,0,68,0,2,1
21,66,1,0,1,1,1,21,2,16,0,68,0,2,1
21,66,1,1,1,1,1,21,2,16,0,68,0,2,1
26,90,2,0,0,1,0,21,0,3,1,62,0,2,1
26,90,2,0,0,1,0,29,0,7,0,63,1,2,0
26,90,2,0,0,1,0,28,0,11,0,67,1,1,2
26,90,2,0,0,1,0,21,3,8,1,88,1,2,0
26,90,2,0,0,1,0,21,2,1,1,80,1,2,2
26,90,1,1,1,1,0,21,0,3,1,62,0,2,1
26,90,1,1,1,1,0,29,0,7,0,63,1,2,0
26,90,1,1,1,1,0,28,0,11,0,67,1,1,2
26,90,1,1,1,1,0,21,3,8,1,88,1,2,0
26,90,1,1,1,1,0,21,2,1,1,80,1,2,2
26,90,1,0,2,1,0,21,0,3,1,62,0,2,1
26,90,1,0,2,1,0,29,0,7,0,63,1,2,0
26,90,1,0,2,1,0,28,0,11,0,67,1,1,2
26,90,1,0,2,1,0,21,3,8,1,88,1,2,0
26,90,1,0,2,1,0,21,2,1,1,80,1,2,2
11,84,1,1,2,1,0,27,1,6,1,75,1,2,3
11,84,1,0,0,1,0,27,1,6,1,75,1,2,3
11,84,0,1,0,1,0,27,1,6,1,75,1,2,3
11,84,1,1,2,1,0,27,1,6,1,75,1,2,3
5,87,0,0,1,1,0,26,0,19,1,77,0,1,2
19,86,0,0,0,1,1,20,0,20,1,56,1,2,1
19,86,2,1,2,1,1,20,0,20,1,56,1,2,1
19,86,1,0,1,1,1,20,0,20,1,56,1,2,1
19,86,1,1,0,1,1,20,0,20,1,56,1,2,1
13,60,1,1,1,1,1,28,0,8,0,71,0,1,0
13,60,1,0,0,1,1,28,0,8,0,71,0,1,0
13,60,0,0,0,1,1,28,0,8,0,71,0,1,0
13,60,1,0,2,1,1,28,0,8,0,71,0,1,0
13,60,1,1,1,1,1,28,0,8,0,71,0,1,0
9,61,1,1,0,0,1,25,1,3,0,70,1,1,1
9,61,2,1,1,1,1,25,1,3,0,70,1,1,1
17,71,2,1,0,1,0,19,2,2,0,55,1,0,3
17,71,2,1,0,1,0,29,0,14,0,72,1,1,3
17,71,2,1,0,1,0,25,2,16,1,58,1,2,2
17,71,2,1,0,1,0,19,2,2,0,55,1,0,3
17,71,2,1,0,1,0,29,0,14,0,72,1,1,3
17,71,2,1,0,1,0,25,2,16,1,58,1,2,2
17,71,0,0,1,1,0,19,2,2,0,55,1,0,3
17,71,0,0,1,1,0,29,0,14,0,72,1,1,3
17,71,0,0,1,1,0,25,2,16,1,58,1,2,2
17,71,1,0,0,1,0,19,2,2,0,55,1,0,3
17,71,1,0,0,1,0,29,0,14,0,72,1,1,3
17,71,1,0,0,1,0,25,2,16,1,58,1,2,2
11,61,1,1,2,1,0,27,1,20,1,80,1,0,2
11,61,1,1,2,1,0,19,0,10,1,53,0,2,3
11,61,1,1,2,1,0,28,3,8,0,72,1,2,1
20,74,2,0,0,1,1,21,2,19,1,59,1,2,3
20,74,2,0,0,1,1,27,2,6,1,96,1,2,0
20,74,1,1,2,1,1,21,2,19,1,59,1,2,3
20,74,1,1,2,1,1,27,2,6,1,96,1,2,0
20,74,1,0,2,1,1,21,2,19,1,59,1,2,3
20,74,1,0,2,1,1,27,2,6,1,96,1,2,0
20,74,1,1,1,1,1,21,2,19,1,59,1,2,3
20,74,1,1,1,1,1,27,2,6,1,96,1,2,0
20,74,1,0,1,1,1,21,2,19,1,59,1,2,3
20,74,1,0,1,1,1,27,2,6,1,96,1,2,0
20,74,1,1,1,1,1,21,2,19,1,59,1,2,3
20,74,1,1,1,1,1,27,2,6,1,96,1,2,0
23,64,1,0,1,1,1,29,2,3,0,86,1,1,0
23,64,1,0,1,1,1,25,1,9,0,64,0,2,1
23,64,1,1,2,1,1,29,2,3,0,86,1,1,0
23,64,1,1,2,1,1,25,1,9,0,64,0,2,1
23,64,2,1,1,1,1,29,2,3,0,86,1,1,0
23,64,2,1,1,1,1,25,1,9,0,64,0,2,1
23,64,0,1,1,1,1,29,2,3,0,86,1,1,0
23,64,0,1,1,1,1,25,1,9,0,64,0,2,1
23,64,2,0,0,1,1,29,2,3,0,86,1,1,0
23,64,2,0,0,1,1,25,1,9,0,64,0,2,1
23,64,1,1,1,1,1,29,2,3,0,86,1,1,0
23,64,1,1,1,1,1,25,1,9,0,64,0,2,1
21,80,2,0,1,1,0,25,2,0,1,50,1,2,1
21,80,2,0,1,1,0,25,0,15,1,96,0,1,0
21,80,2,0,1,1,0,22,0,16,1,64,1,0,0
21,80,2,1,1,1,0,25,2,0,1,50,1,2,1
21,80,2,1,1,1,0,25,0,15,1,96,0,1,0
21,80,2,1,1,1,0,22,0,16,1,64,1,0,0
21,80,2,1,0,1,0,25,2,0,1,50,1,2,1
21,80,2,1,0,1,0,25,0,15,1,96,0,1,0
21,80,2,1,0,1,0,22,0,16,1,64,1,0,0
